caldt,vwretd,vwretx,l.t30_yield,l.cpi,l.y10minFF,l.dp_adj,ExcessRet,,PriceIndex,Dt,DtA,Pt/DtA,pd,Adjusted pd,,
19771031,-0.039278,-0.041312,0.004943,0.003268,0.0095,0.09660481,-0.045001017,,1.562958202,0.003182265,0.070040136,22.31517957,3.105267145,-0.107403394,,
19771130,0.04544,0.037081,0.004959,0.003257,0.0102,0.107403394,0.039491105,,1.498389273,0.013064768,0.07202203,20.80459658,3.035173952,-0.177771337,,
19771230,0.008223,0.005497,0.0047,0.00487,0.0099,0.177771337,0.003500386,,1.553951046,0.004084609,0.072456302,21.44673417,3.065572381,-0.150002114,,
19780131,-0.055199,-0.057209,0.005374,0.003231,0.0125,0.150002114,-0.062140567,,1.562493115,0.003123442,0.072924287,21.42623789,3.06461624,-0.154292053,,
19780228,-0.009275,-0.0167,0.004941,0.006441,0.0115,0.154292053,-0.014247114,,1.473104446,0.011601511,0.074369604,19.8078835,2.986080015,-0.230258092,,
19780331,0.034009,0.030865,0.005017,0.0064,0.0121,0.230258092,0.028439023,,1.448503602,0.00463144,0.074869821,19.34696222,2.962535416,-0.249347463,,
19780428,0.082853,0.081203,0.005712,0.007949,0.0118,0.249347463,0.073903476,,1.493211665,0.002390031,0.075042537,19.89820332,2.990629442,-0.216804919,,
19780531,0.02323,0.015499,0.005317,0.007886,0.0099,0.216804919,0.017661376,,1.614464932,0.011544019,0.075257741,21.45247653,3.065840095,-0.137677514,,
19780630,-0.010748,-0.01374,0.005369,0.00939,0.0099,0.137677514,-0.016160815,,1.639487524,0.004830479,0.075908926,21.59808616,3.072604707,-0.125795095,,
19780731,0.056741,0.054868,0.005591,0.010853,0.0061,0.125795095,0.049614215,,1.616960966,0.00307076,0.076885186,21.03085197,3.045990501,-0.145369701,,
19780831,0.04237,0.035504,0.00555,0.007669,0.0056,0.145369701,0.035962311,,1.70568038,0.011102054,0.076745426,22.22517324,3.101225576,-0.085943858,,
19780929,-0.006889,-0.009456,0.005964,0.004566,-0.0001,0.085943858,-0.012859124,,1.766238856,0.004378482,0.07700386,22.93701716,3.132752076,-0.05209278,,
19781031,-0.110995,-0.1136,0.007498,0.007576,-0.0034,0.05209278,-0.125122449,,1.749537302,0.004601052,0.078422647,22.30908238,3.104993877,-0.077930875,,
19781130,0.033787,0.025752,0.007041,0.009023,-0.0039,0.077930875,0.026212431,,1.550789864,0.014057532,0.079415412,19.52756807,2.971827214,-0.204036164,,
19781229,0.017708,0.01458,0.007372,0.004471,-0.0108,0.204036164,0.01020808,,1.590725805,0.004850871,0.080181674,19.83901974,2.987650693,-0.180839166,,
19790131,0.04953,0.047019,0.007882,0.004451,-0.0169,0.180839166,0.040491346,,1.613918587,0.003994312,0.081052544,19.91200397,2.991322764,-0.170342571,,
19790228,-0.026765,-0.033781,0.007324,0.008863,-0.0162,0.170342571,-0.034427015,,1.689803425,0.011323253,0.080774286,20.92006641,3.040708814,-0.112306409,,
19790330,0.065613,0.062472,0.008928,0.011713,-0.0107,0.112306409,0.054661839,,1.632720176,0.005307673,0.081450518,20.04554685,2.998007027,-0.14537642,,
19790430,0.00852,0.006438,0.008489,0.01013,-0.0096,0.14537642,3.07386E-05,,1.73471947,0.003399323,0.082459811,21.03715082,3.046289961,-0.0878197,,
19790531,-0.013571,-0.021458,0.008161,0.011461,-0.0108,0.0878197,-0.021791807,,1.745887594,0.013681732,0.084597524,20.6375733,3.027113361,-0.098672976,,
19790629,0.046852,0.043821,0.007858,0.012748,-0.0125,0.098672976,0.037960279,,1.708424338,0.005291785,0.08505883,20.08520858,2.999983652,-0.117309881,,
19790731,0.014991,0.012773,0.00841,0.011189,-0.0173,0.117309881,0.006504912,,1.783289201,0.003789285,0.085777355,20.78974345,3.034459762,-0.073904641,,
19790831,0.064732,0.057305,0.007506,0.011065,-0.018,0.073904641,0.055245154,,1.806067154,0.013244489,0.08791979,20.5422142,3.022481998,-0.077641843,,
19790928,0.001426,-0.000932,0.007732,0.009576,-0.0205,0.077641843,-0.006277277,,1.909563832,0.004258706,0.087800015,21.74901498,3.079568468,-0.014092183,,
19791031,-0.072662,-0.07547,0.009621,0.01084,-0.0272,0.014092183,-0.085012176,,1.907784119,0.005362055,0.088561018,21.54203023,3.070005921,-0.016069423,,
19791130,0.063604,0.05581,0.009878,0.008043,-0.041,0.016069423,0.05183361,,1.763803651,0.014869269,0.089372755,19.7353618,2.982412042,-0.096158801,,
19791231,0.028215,0.025174,0.010209,0.009309,-0.0358,0.096158801,0.017667049,,1.862241533,0.005363727,0.089885611,20.71790481,3.030998293,-0.041453221,,
19800131,0.065607,0.063303,0.007968,0.01054,-0.0444,0.041453221,0.055608167,,1.909121602,0.004290604,0.090181903,21.16967526,3.052569746,-0.012921918,,
19800229,0.001015,-0.00574,0.010654,0.014342,-0.0227,0.012921918,-0.009583161,,2.029974726,0.012896116,0.091754767,22.12391575,3.096659184,0.03454422,,
19800331,-0.120224,-0.123258,0.012009,0.014139,-0.0361,-0.03454422,-0.140025413,,2.018322671,0.006158943,0.092606037,21.79472017,3.081667747,0.022593142,,
19800430,0.052287,0.049833,0.012865,0.015209,-0.0721,-0.022593142,0.038182942,,1.769548256,0.004952964,0.094159678,18.79305767,2.933487529,-0.118864619,,
19800530,0.06009,0.052629,0.007883,0.011236,-0.0388,0.118864619,0.050501719,,1.857730154,0.0132026,0.093680545,19.83047981,2.987220138,-0.060552721,,
19800630,0.037714,0.034438,0.006312,0.009877,-0.0081,0.060552721,0.030728054,,1.955500634,0.006085924,0.094474684,20.69867355,3.030069618,-0.015012058,,
19800731,0.069438,0.067066,0.005281,0.011002,-0.0035,0.015012058,0.061866172,,2.022844165,0.004638448,0.095323846,21.22075694,3.054979804,0.013275236,,
19800829,0.023554,0.017236,0.005973,0,0.0083,-0.013275236,0.017325653,,2.158508232,0.012780329,0.094859686,22.7547477,3.124773814,0.083481091,,
19800930,0.029498,0.026617,0.008698,0.007255,0.0081,-0.083481091,0.020410914,,2.19571228,0.006218662,0.096819642,22.67837628,3.121411884,0.07977436,,
19801031,0.020095,0.01737,0.008912,0.008403,-0.0133,-0.07977436,0.011023238,,2.254155553,0.005983316,0.097440903,23.13356592,3.141284633,0.098646623,,
19801128,0.104952,0.09901,0.008895,0.009524,-0.0131,-0.098646623,0.090946223,,2.293310235,0.013394192,0.095965826,23.8971552,3.173759422,0.127271816,,
19801231,-0.034411,-0.037041,0.014149,0.008255,-0.0584,-0.127271816,-0.049066838,,2.520370882,0.006031406,0.096633505,26.08174964,3.261235822,0.20931312,,
19810130,-0.040085,-0.041823,0.009957,0.009357,-0.0957,-0.20931312,-0.050818296,,2.427013824,0.004380405,0.096723305,25.09233761,3.222562525,0.166252427,,
19810227,0.015519,0.009121,0.010685,0.008111,-0.0457,-0.166252427,0.004771493,,2.325508825,0.015528034,0.099355223,23.40600477,3.152992604,0.092046044,,
19810331,0.046183,0.043095,0.013157,0.010345,-0.021,-0.092046044,0.032077104,,2.346719791,0.007181171,0.100377451,23.37895382,3.151836208,0.085631294,,
19810430,-0.011266,-0.013035,0.010756,0.006826,-0.015,-0.085631294,-0.022028508,,2.44785168,0.004151347,0.099575834,24.58278852,3.202046544,0.129968933,,
19810529,0.013546,0.007402,0.010646,0.00678,-0.0481,-0.129968933,0.002865343,,2.415943933,0.015039601,0.101412836,23.82286146,3.170645685,0.095656807,,
19810630,-0.010243,-0.013356,0.015158,0.007856,-0.0406,-0.095656807,-0.025340086,,2.43382675,0.007520833,0.102847745,23.66436666,3.1639704,0.086443586,,
19810731,-0.003079,-0.004806,0.011915,0.008909,-0.0478,-0.086443586,-0.014928325,,2.40132056,0.004203219,0.102412516,23.44753009,3.154765163,0.07421683,,
19810831,-0.056281,-0.063014,0.012804,0.011038,-0.0279,-0.07421683,-0.070649548,,2.389779814,0.016168091,0.105800278,22.58765149,3.117403363,0.036405647,,
19810930,-0.063776,-0.066716,0.012794,0.007642,-0.0142,-0.036405647,-0.078613363,,2.239190229,0.007025953,0.106607569,21.00404554,3.044715064,-0.033837179,,
19811030,0.060162,0.057005,0.011685,0.009751,-0.0074,0.033837179,0.046804469,,2.089800413,0.007069124,0.107693376,19.40509699,2.965535763,-0.109142643,,
19811130,0.045848,0.039226,0.01103,0.002146,0.0019,0.109142643,0.033858426,,2.208929486,0.013838658,0.108137842,20.42697947,3.01685655,-0.059072671,,
19811231,-0.028096,-0.031104,0.008738,0.003212,0.0069,0.059072671,-0.037198289,,2.295576954,0.00664446,0.108750896,21.10857962,3.049679575,-0.027972671,,
19820129,-0.026209,-0.027912,0.007306,0.003202,0.0085,0.027972671,-0.033838018,,2.224175328,0.003909368,0.108279859,20.54098835,3.022422321,-0.056093801,,
19820226,-0.051126,-0.05864,0.009176,0.003191,-0.0007,0.056093801,-0.061613417,,2.162094146,0.016712453,0.109464278,19.7515955,2.983234273,-0.093685334,,
19820331,-0.010101,-0.014055,0.011077,0.003181,0.0029,0.093685334,-0.021168461,,2.035308946,0.00854892,0.110832027,18.36390613,2.910387115,-0.164098606,,
19820430,0.043269,0.041424,0.01129,-0.001057,-0.0262,0.164098606,0.031132309,,2.006702679,0.003755145,0.110435825,18.17075826,2.899813613,-0.170603321,,
19820528,-0.028213,-0.036597,0.009592,0.004233,-0.0141,0.170603321,-0.038164923,,2.08982833,0.016824195,0.11222042,18.62253179,2.924372234,-0.143190779,,
19820630,-0.023913,-0.02738,0.01071,0.009484,0.0033,0.143190779,-0.034856611,,2.013346883,0.007245435,0.111945021,17.98514009,2.889545866,-0.174949431,,
19820730,-0.020525,-0.022743,0.01021,0.012526,-0.0014,0.174949431,-0.030896795,,1.958221445,0.004465603,0.112207405,17.4518022,2.859442921,-0.200190797,,
19820831,0.119016,0.109934,0.008342,0.005155,0.0227,0.200190797,0.10414233,,1.913685615,0.017784567,0.113823881,16.81268986,2.82213395,-0.231934544,,
19820930,0.016766,0.013675,0.005118,0.002051,0.0218,0.231934544,0.011522055,,2.124064729,0.005915202,0.112713131,18.84487382,2.936240931,-0.113846243,,
19821029,0.118632,0.115926,0.005475,0.002047,-0.0044,0.113846243,0.106646444,,2.153111314,0.005747719,0.111391726,19.32918523,2.961616142,-0.085460205,,
19821130,0.051941,0.044997,0.007201,0.003064,0.013,0.085460205,0.043461832,,2.402712897,0.014951205,0.112504273,21.35663678,3.061362547,0.012093131,,
19821231,0.01451,0.012023,0.006289,-0.002037,0.0186,-0.012093131,0.008136431,,2.510827769,0.005975547,0.11183536,22.45110817,3.111339975,0.059838845,,
19830131,0.041844,0.039755,0.006864,-0.004082,-0.0084,-0.059838845,0.03415167,,2.541015451,0.005245119,0.113171112,22.45286283,3.111418127,0.058282319,,
19830228,0.030215,0.024204,0.006186,0.002049,0.0224,-0.058282319,0.023600573,,2.64203352,0.015274044,0.111732702,23.64601827,3.16319474,0.108210723,,
19830331,0.034678,0.03162,0.006326,0.001022,0.0174,-0.108210723,0.027784192,,2.7059813,0.008079339,0.111263121,24.3205591,3.191322046,0.133292077,,
19830429,0.074185,0.072839,0.006918,0,-0.0019,-0.133292077,0.064668054,,2.791544428,0.003642251,0.111150226,25.11505841,3.223467603,0.157382631,,
19830531,0.013225,0.007961,0.007584,0.00715,0.0143,-0.157382631,0.005582927,,2.994877733,0.01469469,0.109020721,27.4707203,3.313120721,0.237982955,,
19830630,0.037837,0.034865,0.006661,0.006085,0.0187,-0.237982955,0.030499826,,3.018719955,0.008900777,0.110676063,27.27527415,3.305980583,0.223178624,,
19830729,-0.03157,-0.032865,0.006917,0.003024,0.009,-0.223178624,-0.038972263,,3.123967626,0.003909242,0.110119702,28.36883479,3.345291176,0.254425012,,
19830831,0.003465,-0.001801,0.008342,0.00402,0.0224,-0.254425012,-0.004848387,,3.02129843,0.016450814,0.108785948,27.772874,3.324059789,0.227657903,,
19830930,0.016027,0.013102,0.007607,0.003003,0.0239,-0.227657903,0.008321711,,3.015857071,0.008837298,0.111708044,26.99767151,3.295750622,0.194505994,,
19831031,-0.028038,-0.029739,0.007433,0.00499,0.0085,-0.194505994,-0.035844081,,3.055370831,0.005129973,0.111090298,27.5034895,3.314312887,0.208261919,,
19831130,0.029556,0.024206,0.007199,0.002979,0.0231,-0.208261919,0.02195443,,2.964507158,0.016346234,0.112485326,26.3546122,3.271643296,0.162873331,,
19831230,-0.010464,-0.013442,0.007039,0.00198,0.0229,-0.162873331,-0.017533474,,3.036266018,0.008828302,0.115338082,26.32492209,3.270516098,0.161488348,,
19840131,-0.013025,-0.014875,0.008083,0.000988,0.019,-0.161488348,-0.021161077,,2.99545253,0.005617092,0.115710055,25.88757335,3.25376306,0.143868628,,
19840229,-0.039073,-0.043938,0.007328,0.005923,0.0232,-0.143868628,-0.047158116,,2.950895174,0.014572877,0.115008887,25.65797513,3.244854445,0.132408295,,
19840330,0.01339,0.010025,0.00728,0.004907,0.0259,-0.132408295,0.006047518,,2.821238742,0.009929762,0.116859311,24.14218185,3.183960595,0.070622101,,
19840430,0.002538,0.0008,0.00813,0.001953,0.0229,-0.070622101,-0.005562345,,2.84952166,0.004903313,0.118120373,24.12387957,3.183202203,0.070387163,,
19840531,-0.05232,-0.057705,0.007898,0.004873,0.0192,-0.070387163,-0.061605361,,2.851801277,0.015344674,0.118770358,24.01105239,3.17851424,0.065480629,,
19840629,0.023384,0.019501,0.007534,0.00291,0.031,-0.065480629,0.015609022,,2.687238085,0.011073544,0.120943125,22.21902302,3.100948815,-0.010334197,,
19840731,-0.020623,-0.022544,0.008755,0.002901,0.0299,0.010334197,-0.029555521,,2.739641914,0.005162184,0.122196067,22.4200498,3.109955639,-8.26636E-05,,
19840831,0.112691,0.106814,0.007963,0.003857,0.0108,8.26636E-05,0.098849943,,2.677879427,0.016100876,0.121846129,21.97755023,3.090021488,-0.019256207,,
19840928,0.000403,-0.002539,0.008293,0.003842,0.0115,0.019256207,-0.007855883,,2.96391444,0.007878321,0.120887153,24.51802672,3.199408632,0.085833893,,
19841031,-0.000073,-0.002921,0.009766,0.004785,0.0124,-0.085833893,-0.009791624,,2.956389061,0.008441228,0.124198408,23.80375969,3.169843538,0.050593584,,
19841130,-0.010685,-0.015257,0.007334,0.002857,0.018,-0.050593584,-0.018049732,,2.947753449,0.013516611,0.121368785,24.28757485,3.189964896,0.065906377,,
19841231,0.023653,0.020092,0.006923,0,0.0266,-0.065906377,0.016478456,,2.902779575,0.01049695,0.123037433,23.59265397,3.160935391,0.033786432,,
19850131,0.085719,0.083508,0.006474,0,0.0281,-0.033786432,0.075789307,,2.961102222,0.006418046,0.123838386,23.91102075,3.174339472,0.042970592,,
19850228,0.016898,0.012269,0.006033,0.001899,0.0244,-0.042970592,0.010741943,,3.208377946,0.013706942,0.122972452,26.09021694,3.261560414,0.122460253,,
19850329,-0.001747,-0.004924,0.00616,0.004739,0.0317,-0.122460253,-0.007889633,,3.247741535,0.010193017,0.123235706,26.35390045,3.271616289,0.122481983,,
19850430,-0.002187,-0.003958,0.007565,0.003774,0.0307,-0.122481983,-0.009725924,,3.231749656,0.00575175,0.124084144,26.04482379,3.259819046,0.100684589,,
19850531,0.055774,0.050799,0.006062,0.004699,0.0283,-0.100684589,0.048230447,,3.218958391,0.016077955,0.124817424,25.78933523,3.249961043,0.081782454,,
19850628,0.017091,0.014038,0.005546,0.003742,0.0264,-0.081782454,0.011415914,,3.382478258,0.00982748,0.12357136,27.37267169,3.309545132,0.129699896,,
19850731,-0.000251,-0.00222,0.006196,0.002796,0.023,-0.129699896,-0.006427915,,3.429961488,0.0066601,0.125069275,27.42449326,3.311436529,0.119035915,,
19850830,-0.004794,-0.009592,0.005792,0.001859,0.0196,-0.119035915,-0.010580819,,3.422346973,0.016456955,0.125425355,27.28592622,3.306371046,0.100519402,,
19850930,-0.039826,-0.042577,0.006049,0.001855,0.0248,-0.100519402,-0.046671539,,3.389519821,0.009414877,0.12696191,26.69713951,3.284556425,0.06902935,,
19851031,0.044441,0.042023,0.006021,0.002778,0.0147,-0.06902935,0.037478868,,3.245204236,0.008195859,0.126716541,25.60994976,3.242980938,0.019638175,,
19851129,0.069228,0.064699,0.006156,0.003693,0.0193,-0.019638175,0.060799764,,3.381577453,0.01469753,0.12789746,26.43975464,3.274868735,0.045595244,,
19851231,0.043061,0.04008,0.006139,0.00276,0.0105,-0.045595244,0.036039426,,3.600362133,0.010080482,0.127480992,28.2423448,3.34082244,0.105174436,,
19860131,0.00983,0.008007,0.004865,0.002752,-0.0446,-0.105174436,0.004928796,,3.744664647,0.00656346,0.127626407,29.34082959,3.378980048,0.135899768,,
19860228,0.072501,0.068191,0.005296,0.002745,0.0099,-0.135899768,0.064711279,,3.774648177,0.016139505,0.130058969,29.02259033,3.368074504,0.11930312,,
19860331,0.053887,0.051362,0.005963,-0.002737,0.0018,-0.11930312,0.046539942,,4.032045211,0.009530987,0.129396939,31.1602828,3.439144297,0.183488961,,
19860430,-0.007903,-0.009634,0.005341,-0.004575,-0.0067,-0.183488961,-0.013261182,,4.239139117,0.00697947,0.130624659,32.45282439,3.479787477,0.217012145,,
19860530,0.050847,0.047126,0.004934,-0.001838,0.0033,-0.217012145,0.044674638,,4.198299251,0.015773837,0.130320541,32.21517665,3.472437666,0.205236863,,
19860630,0.014244,0.011622,0.005246,0.002762,0.0121,-0.205236863,0.00891122,,4.396148301,0.011007941,0.131501002,33.4305309,3.509469581,0.236616306,,
19860731,-0.0597,-0.061454,0.005011,0.00551,-0.0037,-0.236616306,-0.066554792,,4.447240337,0.007710844,0.132551746,33.55097512,3.513065928,0.235552243,,
19860829,0.066183,0.06243,0.004614,0,0.0099,-0.235552243,0.059481593,,4.173939629,0.016690493,0.132785284,31.43375159,3.447882207,0.166929011,,
19860930,-0.07902,-0.081272,0.004783,0.001826,0.0118,-0.166929011,-0.087088556,,4.43451868,0.009399712,0.132770119,33.39997508,3.508555154,0.221690721,,
19861031,0.049305,0.04686,0.004209,0.004558,0.0055,-0.221690721,0.043927873,,4.074116478,0.010842398,0.135416659,30.08578499,3.404052801,0.114695592,,
19861128,0.015093,0.010874,0.003924,0.000907,0.0141,-0.114695592,0.011063913,,4.265029576,0.017188697,0.137907826,30.92666817,3.431618859,0.137817885,,
19861231,-0.026387,-0.029056,0.004767,0.000907,0.0112,-0.137817885,-0.031497059,,4.311407508,0.011383364,0.139210708,30.97037275,3.43303103,0.134715752,,
19870130,0.128499,0.126927,0.004151,0.000906,-0.0712,-0.134715752,0.116746023,,4.186135251,0.006777533,0.13942478,30.02432744,3.402007968,0.099574776,,
19870227,0.047922,0.044495,0.004309,0.006335,0.009,-0.099574776,0.042509413,,4.71746884,0.014345886,0.137631161,34.27616832,3.534450312,0.22397279,,
19870331,0.023664,0.021218,0.005012,0.003597,0.0117,-0.22397279,0.018388866,,4.927372616,0.011538929,0.139639103,35.28648141,3.563499928,0.242479647,,
19870430,-0.016996,-0.018893,0.004285,0.00448,0.0128,-0.242479647,-0.021417935,,5.031921609,0.009347226,0.142006859,35.43435616,3.567681862,0.235981591,,
19870529,0.005123,0.001872,0.00376,0.005352,0.0058,-0.235981591,0.001356973,,4.936853514,0.016358777,0.142591799,34.62228221,3.544497469,0.202630997,,
19870630,0.043655,0.041143,0.005031,0.003549,0.0186,-0.202630997,0.037710588,,4.946095303,0.012401376,0.143985235,34.35140636,3.53664296,0.182673873,,
19870731,0.044247,0.042348,0.004058,0.003537,0.0182,-0.182673873,0.039246263,,5.149592503,0.009392635,0.145667025,35.35180653,3.565349495,0.198730579,,
19870831,0.037147,0.03386,0.004744,0.002643,0.0191,-0.198730579,0.031740892,,5.367667446,0.016926711,0.145903243,36.78922644,3.605205042,0.224275471,,
19870930,-0.020773,-0.022845,0.00482,0.005272,0.0205,-0.224275471,-0.025800215,,5.549416666,0.011121807,0.147625338,37.59122074,3.626770532,0.233969797,,
19871030,-0.225361,-0.227342,0.00604,0.005245,0.0125,-0.233969797,-0.261379997,,5.422640242,0.010993394,0.147776334,36.69491649,3.60263823,0.197815421,,
19871130,-0.072272,-0.076512,0.003366,0.002609,0.0226,-0.197815421,-0.07837704,,4.189846364,0.022991995,0.153579631,27.28126332,3.306200141,-0.101851425,,
19871231,0.070324,0.067212,0.002988,0.000867,0.018,0.101851425,0.064977862,,3.869272839,0.013038802,0.155235069,24.92524953,3.215881327,-0.193696515,,
19880129,0.044875,0.043042,0.002762,0,0.0194,0.193696515,0.041139068,,4.129334405,0.007092377,0.155549914,26.54668397,3.278904842,-0.133577594,,
19880229,0.051691,0.045995,0.004564,0.0026,0.0147,0.133577594,0.045845728,,4.307069216,0.023520689,0.164724717,26.14707308,3.263737256,-0.148805648,,
19880331,-0.016598,-0.019273,0.004402,0.002593,0.0149,0.148805648,-0.02112963,,4.505172865,0.01152141,0.164707198,27.35261668,3.308812198,-0.104763925,,
19880429,0.010993,0.00919,0.004577,0.00431,0.0174,0.104763925,0.006366459,,4.418344668,0.008122827,0.163482799,27.02635805,3.296812614,-0.117791109,,
19880531,0.000447,-0.003859,0.005051,0.00515,0.0189,0.117791109,-0.004591386,,4.458949256,0.019025392,0.166149414,26.8369845,3.289780955,-0.125928877,,
19880630,0.051457,0.048743,0.004832,0.003416,0.0172,0.125928877,0.045356458,,4.441742171,0.012101588,0.165849627,26.78174358,3.287720446,-0.127383144,,
19880729,-0.007272,-0.009941,0.00506,0.004255,0.0055,0.127383144,-0.012345811,,4.658246009,0.01185501,0.168312001,27.67625582,3.320574855,-0.094782577,,
19880831,-0.028006,-0.032443,0.005957,0.004237,0.0128,0.094782577,-0.034344975,,4.611938386,0.020668638,0.172053928,26.80519084,3.288595557,-0.126268112,,
19880930,0.037204,0.034604,0.006145,0.004219,0.0111,0.126268112,0.030402435,,4.462313269,0.01199104,0.172923161,25.8051798,3.250575239,-0.163344508,,
19881031,0.017645,0.014482,0.006074,0.006723,0.0033,0.163344508,0.011435507,,4.616727157,0.014114297,0.176044064,26.2248386,3.266707,-0.147871805,,
19881130,-0.016411,-0.02113,0.005742,0.003339,0.0026,0.147871805,-0.02227273,,4.6835866,0.021786335,0.174838405,26.78808819,3.287957318,-0.126985058,,
19881230,0.021071,0.017627,0.006306,0.000832,0.0056,0.126985058,0.014565876,,4.584622415,0.016130272,0.177929875,25.76645669,3.249073518,-0.163320277,,
19890131,0.066101,0.063305,0.005766,0.001663,0.001,0.163320277,0.058258628,,4.665435554,0.012818604,0.183656102,25.40310669,3.234871477,-0.173519302,,
19890228,-0.016442,-0.020172,0.00611,0.004979,-0.0013,0.173519302,-0.022670079,,4.960780952,0.017402075,0.177537488,27.94216033,3.330136671,-0.077200279,,
19890331,0.021465,0.018641,0.006213,0.004129,-0.0055,0.077200279,0.015044092,,4.860712079,0.014009245,0.180025323,27.00015749,3.295842699,-0.107513651,,
19890428,0.048207,0.046272,0.00681,0.005757,-0.0049,0.107513651,0.040294169,,4.951320613,0.009405478,0.181307974,27.30889598,3.307212509,-0.091350092,,
19890531,0.039336,0.034581,0.008006,0.006541,-0.008,0.091350092,0.030607926,,5.18042812,0.02354353,0.185826112,27.8778266,3.327831627,-0.06671414,,
19890630,-0.004856,-0.007428,0.007147,0.005686,-0.0188,0.06671414,-0.01198941,,5.359572505,0.013324061,0.187048585,28.65337108,3.355271101,-0.034991375,,
19890731,0.077128,0.074881,0.00704,0.002423,-0.0153,0.034991375,0.067282905,,5.3197616,0.012042959,0.187236534,28.411985,3.346811063,-0.038833222,,
19890831,0.022126,0.018228,0.006684,0.002417,-0.0112,0.038833222,0.015223011,,5.718110669,0.020736431,0.187304327,30.52844934,3.418659014,0.033826485,,
19890929,-0.001473,-0.003969,0.006387,0.001608,-0.0066,-0.033826485,-0.007840775,,5.82234039,0.014272404,0.189585692,30.71086397,3.424616467,0.042115568,,
19891031,-0.029285,-0.031337,0.00682,0.00321,-0.0093,-0.042115568,-0.036519215,,5.799231521,0.011947442,0.187418837,30.94262883,3.432134807,0.048853852,,
19891130,0.017816,0.014333,0.00634,0.0048,-0.0097,-0.048853852,0.011339168,,5.617501003,0.020198723,0.185831225,30.22904786,3.408803312,0.026156122,,
19891229,0.018294,0.015515,0.005941,0.002389,-0.0076,-0.026156122,0.012205256,,5.698016645,0.015611035,0.185311988,30.74823543,3.425832608,0.043385374,,
19900131,-0.070114,-0.071947,0.005852,0.001589,-0.0004,-0.043385374,-0.078528225,,5.786421373,0.010444465,0.182937849,31.63053145,3.454122839,0.07022797,,
19900228,0.0149,0.010957,0.005818,0.010309,0.0017,-0.07022797,0.008988945,,5.370105714,0.022815859,0.188351633,28.51106527,3.350292267,-0.028487101,,
19900330,0.024148,0.021626,0.00638,0.00471,0.0022,0.028487101,0.017501313,,5.428945963,0.013543407,0.187885795,28.8949251,3.363665978,-0.009562447,,
19900430,-0.028283,-0.030562,0.006829,0.005469,0.0035,0.009562447,-0.035496457,,5.546352348,0.012372568,0.190852885,29.06087775,3.369392863,0.001672465,,
19900531,0.088935,0.084648,0.006404,0.001554,0.0081,-0.001672465,0.078816573,,5.376844727,0.023777213,0.191086568,28.13826631,3.33713044,-0.024829762,,
19900629,-0.004193,-0.006736,0.005898,0.002327,0.0037,0.024829762,-0.01008249,,5.83198388,0.013673316,0.191435823,30.46443346,3.416559887,0.057935326,,
19900731,-0.009392,-0.011593,0.006704,0.005418,0.0011,-0.057935326,-0.016118011,,5.792699637,0.012836197,0.19222906,30.13435973,3.40566604,0.051477131,,
19900831,-0.091903,-0.095716,0.006154,0.003849,0.0031,-0.051477131,-0.102539219,,5.72554487,0.022087564,0.193580193,29.57712145,3.387001138,0.038873448,,
19900928,-0.053844,-0.05611,0.005984,0.009202,0.008,-0.038873448,-0.061313986,,5.177518617,0.012974085,0.192281873,26.92671198,3.293118804,-0.045740782,,
19901031,-0.012499,-0.015049,0.006559,0.008359,0.0079,0.045740782,-0.019115353,,4.887008047,0.013202672,0.193537103,25.25101372,3.228866302,-0.099610731,,
19901130,0.065742,0.061414,0.005651,0.006029,-0.0087,0.099610731,0.058036177,,4.813463463,0.021150971,0.194489351,24.74923922,3.20879475,-0.116976578,,
19901231,0.029511,0.026274,0.005989,0.002247,0.0065,0.116976578,0.023112795,,5.109077508,0.015581181,0.194459497,26.27322193,3.268550243,-0.05868411,,
19910131,0.049083,0.046987,0.004637,0,0.0255,0.05868411,0.043290167,,5.243313411,0.010708626,0.194723658,26.92694587,3.29312749,-0.034501936,,
19910228,0.075848,0.071836,0.004767,0.005979,-0.0015,0.034501936,0.068353514,,5.489680978,0.021036173,0.192943972,28.45220252,3.348225575,0.018249251,,
19910328,0.028922,0.026702,0.004391,0.001486,0.0103,-0.018249251,0.024130265,,5.884037701,0.012187092,0.191587658,30.71198727,3.424653043,0.091458918,,
19910430,0.003311,0.001186,0.005335,0.001484,0.0191,-0.091458918,-0.002015289,,6.041153275,0.01250358,0.19171867,31.51051111,3.450321176,0.112862924,,
19910531,0.040737,0.037177,0.004461,0.001481,0.0204,-0.112862924,0.035478037,,6.048318083,0.021506506,0.189447963,31.92601276,3.463421124,0.121139534,,
19910628,-0.044024,-0.046271,0.004171,0.002959,0.0214,-0.121139534,-0.049184796,,6.273176405,0.013590571,0.189365218,33.12739522,3.50036059,0.152172329,,
19910731,0.046779,0.044984,0.00484,0.00295,0.015,-0.152172329,0.040889505,,5.982910259,0.011260352,0.187789373,31.85968499,3.461341417,0.109242974,,
19910830,0.026807,0.023275,0.00461,0.001471,0.0235,-0.109242974,0.021854581,,6.252045494,0.021131639,0.186833448,33.46320244,3.510446401,0.152185434,,
19910930,-0.010979,-0.013078,0.004558,0.002937,0.0232,-0.152185434,-0.015587358,,6.397561853,0.013123043,0.186982407,34.21477967,3.532657705,0.166561114,,
